area,authors/0/category,authors/0/name,authors/0/order,authors/1/category,authors/1/name,authors/1/order,authors/2/category,authors/2/name,authors/2/order,authors/3/category,authors/3/name,authors/3/order,authors/4/category,authors/4/name,authors/4/order,authors/5/category,authors/5/name,authors/5/order,authors/6/category,authors/6/name,authors/6/order,authors/7/category,authors/7/name,authors/7/order,authors/8/category,authors/8/name,authors/8/order,extension/advertising,extension/edition,extension/event_city,extension/event_country,extension/event_name,extension/fasciculo,extension/idiom,extension/isbn_issn,extension/n_finalPage,extension/n_startPage,extension/nature,extension/observation,extension/serie,extension/title,extension/url,extension/volume,ies,name,program,researchLine,researchProjet,subtype_,type_,year,extension/city,extension/doi,extension/editor,extension/issn,extension/advertising_mode,extension/author_info,extension/award,extension/award_date,extension/city_country,extension/content_nature,extension/contribution_type,extension/distribution,extension/editor_type,extension/editorial_city,extension/editorial_conselor,extension/funding,extension/indication_date,extension/indice,extension/institution,extension/isbn,extension/name_funding,extension/page_count,extension/page_count_contribution,extension/parecer,extension/reedition,extension/reference_work,extension/reimpresion,extension/tiragem,extension/year_fst_pusblish,authors/9/category,authors/9/name,authors/9/order,authors/10/category,authors/10/name,authors/10/order,authors/11/category,authors/11/name,authors/11/order,authors/12/category,authors/12/name,authors/12/order,authors/13/category,authors/13/name,authors/13/order,authors/14/category,authors/14/name,authors/14/order,authors/15/category,authors/15/name,authors/15/order,authors/16/category,authors/16/name,authors/16/order,authors/17/category,authors/17/name,authors/17/order,authors/18/category,authors/18/name,authors/18/order,authors/19/category,authors/19/name,authors/19/order,authors/20/category,authors/20/name,authors/20/order,authors/21/category,authors/21/name,authors/21/order,authors/22/category,authors/22/name,authors/22/order,authors/23/category,authors/23/name,authors/23/order,authors/24/category,authors/24/name,authors/24/order,authors/25/category,authors/25/name,authors/25/order,authors/26/category,authors/26/name,authors/26/order,authors/27/category,authors/27/name,authors/27/order,authors/28/category,authors/28/name,authors/28/order,authors/29/category,authors/29/name,authors/29/order,authors/30/category,authors/30/name,authors/30/order,authors/31/category,authors/31/name,authors/31/order,authors/32/category,authors/32/name,authors/32/order
BANCO DE DADOS,Discente,FELIPE ALENCAR LOPES,1,Discente,MARCELO ANDERSON BATISTA DOS SANTOS,2,Docente,ROBSON DO NASCIMENTO FIDALGO,3,Participante Externo,SERGIO MURILO MACIEL FERNANDES,4,,,,,,,,,,,,,,,,VÁRIOS,-,Ottawa,Canadá,IFIP/IEEE Integrated Network Management Symposium 2015,-,inglês,-,-,-,RESUMO EXPANDIDO,-,-,Proceedings of the IFIP/IEEE Integrated Network Management Symposium,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODEL-DRIVEN NETWORKING: A NOVEL APPROACH FOR SDN APPLICATIONS DEVELOPMENT.,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),BANCO DE DADOS,Uma Linguagem de Modelagem e uma Ferramenta CASE para realizar consultas espaciais sobre fontes de dados Pós-Relacionais ou Big Data,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Sem categoria,ORLANDO OLIVEIRA,1,Docente,CARLA TACIANA LIMA LOURENCO SILVA SCHUENEMANN,2,,,,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Lima,Brasil,18th Workshop on Requirements Engineering (WER 2015),-,inglês,9789972825804,673,660,TRABALHO COMPLETO,-,-,Proceedings of the XVIII Ibero-American Conference on Software Engineering.,[http://eventos.spc.org.pe/cibse2015/sessions.html],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODELANDO SOA A PARTIR DE MODELOS ORGANIZACIONAIS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,ALBERTO NICODEMUS GOMES LOPES FILHO,1,Docente,CARLOS ALEXANDRE BARROS DE MELLO,2,,,,,,,,,,,,,,,,,,,,,,IMPRESSO,,,,,-,Inglês,,386,377,Trabalho Completo,-,-,,-,22,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MODELLING PHYSICAL FORCES FOR RECONSTRUCTION ON STRINGS OF DEGRADED DIGITS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,Desenvolvimento de algoritmos e técnicas de computação inteligente para solução de problemas de visão computacional,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,-,10.3233/ICA-150496,-,Integrated Computer-Aided Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARQUITETURA DE COMPUTADORES E SISTEMAS DIGITAIS,Discente,VIVIANE LUCY SANTOS DE SOUZA,1,Docente,ABEL GUILHERMINO DA SILVA FILHO,2,,,,,,,,,,,,,,,,,,,,,,[http://www.sbmicro.org.br/jics/html/artigos/vol10no2/4.pdf],,,,,2,MEIO DIGITAL,,91,inglês,10,-,102,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,"MOGAMAP2: MULTI-OBJECTIVE MAPPING ALGORITHM WITH PARAMETER CONTROL FOR OPTIMIZE AREA, PERFORMANCE AND POWER CONSUMPTION IN FPGA",CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DIGITAIS,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,-,JICS. Journal of Integrated Circuits and Systems (Ed. Português),-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,ETHEL BARRETO GONDIM,1,Discente,ANTONIO JANAEL PINHEIRO,2,Docente,DIVANILSON RODRIGO DE SOUSA CAMPELO,3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Juiz de Fora,Brasil,Simpósio Brasileiro de Telecomunicações (SBrT),-,Português,-,-,-,TRABALHO COMPLETO,-,-,Anais do XXXIII Simpósio Brasileiro de Telecomunicações,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MONITORAMENTO DE DESEMPENHO COM MIDDLEBOXES EM REDES DEFINIDAS POR SOFTWARE,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,"Redes Ópticas de Acesso de Próxima Geração com 1 Gbps por Usuário: Por que, Como e Quando?",TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Sem categoria,KARLOS A. N. GUEDES,1,Participante Externo,ALEX ELTON DE MOURA,2,Participante Externo,CARLOS COSTA DANTAS,3,Docente,SILVIO DE BARROS MELO,4,Participante Externo,EMERSON ALEXANDRE DE OLIVEIRA LIMA,5,Sem categoria,ILKER MERIC,6,,,,,,,,,,VÁRIOS,-,São Paulo,Brasil,International Nuclear Atlantic Conference,-,Português,-,-,-,TRABALHO COMPLETO,-,-,INAC-2015,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MONTE CARLO SIMULATION OF GAMMA RAY TOMOGRAPHY FOR IMAGE RECONSTRUCTION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MATEMÁTICA COMPUTACIONAL,Reconstrução Tomográfica Gama Para Processos Industriais,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARQUITETURA DE COMPUTADORES E SISTEMAS DIGITAIS,Discente,WASHINGTON WAGNER AZEVEDO DA SILVA,1,Discente,SIDNEY MARLON LOPES DE LIMA,2,Sem categoria,ISABELA FERNANDES,3,Sem categoria,ARTHUR ROCHA,4,Discente,FILIPE ROLIM CORDEIRO,5,Docente,ABEL GUILHERMINO DA SILVA FILHO,6,Participante Externo,WELLINGTON PINHEIRO DOS SANTOS,7,,,,,,,MEIO DIGITAL,-,Killarney,Irlanda,International Joint Conference on Neural Networks (Qualis A2),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,International Joint Conference on Neural Networks (IJCNN 2015),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MORPHOLOGICAL EXTREME LEARNING MACHINES APPLIED TO DETECT AND CLASSIFY MASSES IN MAMMOGRAMS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ARQUITETURA DE COMPUTADORES,NETBio,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,ARTHUR DE LIMA PADILHA,1,Docente,VERONICA TEICHRIEB,2,,,,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Fukuoka,Japão,ISMAR 2015 - International Workshop on Diminished Reality as Challenging Issue in Mixed and Augmented Reality,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the ISMAR 2015,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MOTION-AWARE GHOSTED VIEWS FOR SINGLE LAYER OCCLUSIONS IN AUGMENTED REALITY,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Realidade Aumentada Mobile,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,ALANA ELZA FONTES DA GAMA,1,Docente,VERONICA TEICHRIEB,2,Sem categoria,PASCAL FALLAVOLLITA,3,Sem categoria,NASSIR NAVAB,4,,,,,,,,,,,,,,,,VÁRIOS,,,,,-,Inglês,,135,123,Trabalho Completo,-,2,,[http://online.liebertpub.com/doi/abs/10.1089/g4h.2014.0047],4,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MOTOR REHABILITATION USING KINECT: A SYSTEMATIC REVIEW,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,Realidade Aumentada Mobile,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,-,10.1089/g4h.2014.0047,-,"Games for Health: Research, Development, and Clinical Applications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTELIGÊNCIA COMPUTACIONAL,Sem categoria,DIÊGO BEZERRA DE MELO MACIEL,1,Participante Externo,GETULIO JOSE AMORIM DO AMARAL,2,Docente,RENATA MARIA MENDES CARDOSO,3,Discente,BRUNO ALMEIDA PIMENTEL,4,,,,,,,,,,,,,,,,http://link.springer.com/article/10.1007%2Fs10044-015-0465-3,,,,,-,VÁRIOS,,01,Inglês,00,-,13,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,MULTIVARIATE FUZZY K-MODES ALGORITHM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ANÁLISE DE DADOS SIMBÓLICOS E/OU NUMÉRICOS E MÉTODOS AFINS,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,10.1007/s10044-015-0465-3,Pattern Analysis and Applications (Print),-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,GUSTAVO HENRIQUE PORTO DE CARVALHO,1,Docente,FLAVIA DE ALMEIDA BARROS,2,Sem categoria,ANA CARVALHO,3,Sem categoria,A. CAVALCANTI,4,Sem categoria,A. MOTA,5,Docente,AUGUSTO CESAR ALVES SAMPAIO,6,,,,,,,,,,VÁRIOS,-,York,Grã-Bretanha,SEFM (tool paper),-,Inglês,-,290,283,TRABALHO COMPLETO,-,-,Software Engineering and Formal Methods,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NAT2TEST TOOL: FROM NATURAL LANGUAGE REQUIREMENTS TO TEST CASES BASED ON CSP,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Seleção de Casos de Teste baseado algoritmos de busca/otimização,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,CLAUIRTON DE ALBUQUERQUE SIEBRA,1,Discente,TATIANA BITTENCOURT GOUVEIA,2,Docente,FABIO QUEDA BUENO DA SILVA,3,Docente,ANDRE LUIS DE MEDEIROS SANTOS,4,,,,,,,,,,,,,,,,IMPRESSO,-,Roma,Itália,International Conference on Artificial Intelligence,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the International Conference on Artificial Intelligence,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NEURAL NETWORK BASED APPLICATION FOR REMOTE MONITORING OF HUMAN BEHAVIOUR,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,SOLUÇÕES TECNOLÓGICAS EM APLICAÇÕES DE COMPUTAÇÃO UBÍQUA,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Participante Externo,ALEX ELTON DE MOURA,1,Participante Externo,CARLOS COSTA DANTAS,2,Sem categoria,"NERY, M.S.",3,Sem categoria,"BARBOSA, J.M.",4,Participante Externo,TIAGO LEITE ROLIM,5,Participante Externo,EMERSON ALEXANDRE DE OLIVEIRA LIMA,6,Docente,SILVIO DE BARROS MELO,7,Participante Externo,VALDEMIR ALEXANDRE DOS SANTOS,8,,,,[doi:10.1016/j.nimb.2015.02.024],,,,,-,MEIO DIGITAL,,155,Inglês,349,-,162,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NON-DESTRUCTIVE EVALUATION OF WELD DISCONTINUITY IN STEEL TUBES BY GAMMA RAY CT,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MATEMÁTICA COMPUTACIONAL,Reconstrução Tomográfica Gama Para Processos Industriais,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,10.1016/j.nimb.2015.02.024,"Nuclear Instruments & Methods in Physics Research. Section B, Beam Interactions with Materials and Atoms (Print)",-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Discente,BRUNO ALMEIDA PIMENTEL,1,Docente,RENATA MARIA MENDES CARDOSO,2,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,-,"Killarney, Ireland",Irlanda,2015 International Joint Conference on Neural Networks,-,inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the 2015 International Joint Conference on Neural Networks,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,NPUT SPACE VERSUS FEATURE SPACE IN KERNEL-BASED INTERVAL FUZZY C-MEANS CLUSTERING,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MATEMÁTICA COMPUTACIONAL,Aprendizado Estatístico em Técnicas de Classificação,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,CLEYTON MARIO DE OLIVEIRA RODRIGUES,1,Docente,FREDERICO LUIZ GONCALVES DE FREITAS,2,Discente,RYAN RIBEIRO DE AZEVEDO,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,"Sao Paulo, SP",Brasil,Seminario Brasileiro de Ontologias (ONTOBRAS),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the Brazilian Seminar on Ontologies (ONTOBRAS),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,OCIP ? AN ONTOCLEAN EVALUATION SYSTEM BASED ON A CONSTRAINT PROLOG EXTENSION LANGUAGE,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,BLOGSPREAD: PERCEBENDO O FENÔMENO MEME ATRAVÉS DA VISUALIZAÇÃO SEMÂNTICA DA BLOGOSFERA,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,JESSYKA FLAVYANNE FERREIRA VILELA,1,Docente,JAELSON FREIRE BRELAZ DE CASTRO,2,Discente,JOAO HENRIQUE CORREIA PIMENTEL,3,Discente,PAULO DE LIMA CAVALCANTI,4,,,,,,,,,,,,,,,,IMPRESSO,-,"Lima, Peru",Peru,18th Workshop on Requirements Engineering (WER 2015),-,Inglês,9789972825804,645,632,TRABALHO COMPLETO,-,-,Porceeding of the XVIII Ibero-American Conference on Software Engineering,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ON THE BEHAVIOUR OF CONTEXT-SENSITIVE SYSTEMS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Desenvolvimento de Sistemas Adaptativos de Qualidade,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,EVANDRO JOSE DA ROCHA E SILVA,1,Docente,CLEBER ZANCHETTIN,2,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Hong Kong,China,"IEEE International Conference on Systems, Man, and Cybernetics",1,Português,-,6,1,TRABALHO COMPLETO,-,1,"Proceedings of IEEE International Conference on Systems, Man, and Cybernetics",-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ON THE EXISTENCE OF A THRESHOLD IN CLASS IMBALANCE PROBLEMS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,Aprendizado de Máquina em Conjuntos de Dados com Múltiplas Classes,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Docente,DJAMEL FAWZI HADJ SADOK,1,Discente,THIAGO GOMES RODRIGUES,2,Discente,RODRIGO DIEGO MELO AMORIM,3,Docente,JUDITH KELNER,4,,,,,,,,,,,,,,,,MEIO DIGITAL,,,,,-,Inglês,,160,139,Trabalho Completo,-,1,,[http://link.springer.com/article/10.1007%2Fs11276-014-0777-z],21,UNIVERSIDADE FEDERAL DE PERNAMBUCO,ON THE PERFORMANCE OF HETEROGENEOUS MANETS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,IMPRESS - Intelligent System Development Platform for Intelligent and Sustainable Society,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,-,10.1007/s11276-014-0777-z,-,Wireless Networks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,SILAS GARRIDO TEIXEIRA DE CARVALHO SANTOS,1,Docente,ROBERTO SOUTO MAIOR DE BARROS,2,Participante Externo,PAULO MAURICIO GONCALVES JUNIOR,3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Vietri sul Mare,Itália,2015 IEEE 27th International Conference on Tools with Artificial Intelligence (ICTAI),-,Inglês,9781509001637,1084,1077,TRABALHO COMPLETO,-,-,2015 IEEE 27th International Conference on Tools with Artificial Intelligence (ICTAI),[http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=7372250&newsearch=true&queryText=10.1109%2FICTAI.2015.153],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,OPTIMIZING THE PARAMETERS OF DRIFT DETECTION METHODS USING A GENETIC ALGORITHM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,"Aprendizado em Data Streams, Concept Drifts e mineração de dados",TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Sem categoria,ROBERTO PEREIRA DO NASCIMENTO,1,Docente,STENIO FLAVIO DE LACERDA FERNANDES,2,Docente,DJAMEL FAWZI HADJ SADOK,3,,,,,,,,,,,,,,,,,,,MEIO DIGITAL,-,Natal,Brasil,"Conferência Brasileira de Dinâmica, Controle e Aplicações",-,Português,-,-,-,TRABALHO COMPLETO,-,-,Anais do DICON 2015,[http://dincon2015.swge.inf.br/],1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,OTIMIZAÇÃO DO CONSUMO DE ENERGIA EM REDES DE RÁDIO HETEROGÊNEO VIA COOPERAÇÃO,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,LOCALIZAÇÃO E RASTREAMENTO DE DISPOSITIVOS COMPUTACIONAIS MÓVEIS NO CONTEXTO DE CIDADES INTELIGENTES,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,RAFAEL GALVAO DE MESQUITA,1,Sem categoria,"SILVA, RICARDO M.A.",2,Docente,CARLOS ALEXANDRE BARROS DE MELLO,3,Discente,PERICLES BARBOSA CUNHA DE MIRANDA,4,,,,,,,,,,,,,,,,[doi:10.1016/j.eswa.2014.10.039],,,,,5,MEIO DIGITAL,,2593,Inglês,42,-,2603,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PARAMETER TUNING FOR DOCUMENT IMAGE BINARIZATION USING A RACING ALGORITHM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,Desenvolvimento de algoritmos e técnicas de computação inteligente para solução de problemas de visão computacional,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2015,10.1016/j.eswa.2014.10.039,Expert Systems with Applications,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Participante Externo,ROBERTA ANDRADE DE ARAUJO FAGUNDES,1,Discente,BRUNO ALMEIDA PIMENTEL,2,Docente,RENATA MARIA MENDES CARDOSO,3,Participante Externo,FRANCISCO JOSE DE AZEVEDO CYSNEIROS,4,,,,,,,,,,,,,,,,VÁRIOS,-,"Nevada, LasVegas",Estados Unidos,2015 International Conference on Artificial Intelligence (ICAI),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the 2015 International Conference on Artificial Intelligence,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PARAMETRIC AND NONPARAMETRIC MIXTURE MODELS BASED ON INTERVAL REGRESSION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MATEMÁTICA COMPUTACIONAL,Aprendizado Estatístico em Técnicas de Classificação,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,ESTEVAO CHAVES MONTEIRO,1,Discente,RICARDO ENRIQUE PEREIRA SCHOLZ,2,Docente,CARLOS ANDRE GUIMARAES FERRAZ,3,Docente,TSANG ING REN,4,Docente,ROBERTO SOUTO MAIOR DE BARROS,5,,,,,,,,,,,,,VÁRIOS,-,Singapore,Singapura,IEEE International Conference on Visual Communications and Image Processing (VCIP),-,inglês,-,-,-,TRABALHO COMPLETO,-,-,IEEE International Conference on Visual Communications and Image Processing,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PERCEPTUAL VIDEO QUALITY ASSESSMENT FOR ADAPTIVE STREAMING ENCODING,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),PROCESSAMENTO DE IMAGENS,SISTEMA DE RECONHECIMENTO E RASTREAMENTO DE IMAGENS DE VÍDEO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
